order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,discount,payment_method,order_status
18239,9107,739,67,2026-06-10,2,44127.89,13.26,Debit Card,Completed
78965,4820,701,77,2025-05-22,7,22476.85,10.06,Credit Card,Cancelled
35899,1173,302,6,2026-06-26,1,30899.67,14.86,Net Banking,Completed
75472,1835,954,99,2025-10-10,7,40473.81,26.87,Credit Card,Returned
71900,9922,813,41,2024-11-03,4,23352.44,14.78,UPI,Cancelled
23682,1394,279,36,2025-05-06,9,35687.05,15.07,UPI,Returned
94609,6540,847,15,2026-06-28,4,14564.18,17.75,Debit Card,Completed
5064,7305,4,21,2025-06-07,1,39683.58,21.19,UPI,Completed
2137,4914,793,2,2025-03-30,6,18578.99,0.37,UPI,Completed
93868,9744,483,14,2025-06-13,10,24946.74,26.96,Debit Card,Cancelled
96595,3386,46,38,2024-05-12,8,36266.68,29.05,UPI,Completed
15651,5038,163,76,2025-05-20,6,49519.3,27.01,UPI,Cancelled
73147,931,280,42,2026-06-19,10,21908.12,16.37,UPI,Cancelled
88350,136499,759,10,2024-08-17,6,30632.73,11.9,Net Banking,Completed
98752,6224,860,76,2025-09-13,3,31117.03,17.62,Net Banking,Pending
47727,6666,934,14,2024-12-06,6,29770.25,16.03,Debit Card,Cancelled
79565,7226,399,71,2024-09-20,9,18172.7,11.12,Credit Card,Completed
72531,8164,807,59,2024-12-06,10,40499.07,19.55,Cash,Returned
58045,8004,636,99,2026-07-17,-10,2741.4,14.13,Net Banking,Completed
61278,3334,905,50,2024-03-06,9,48167.47,23.77,Credit Card,Cancelled
9615,955,187,75,2024-09-06,5,34434.37,12.61,Net Banking,Cancelled
21959,8058,240,55,2025-08-30,7,49163.37,21.97,Credit Card,Cancelled
7382,5180,168,20,2025-04-21,4,16944.01,9.31,Debit Card,Returned
46398,334,238,81,2025-08-29,1,18625.4,16.65,UPI,Cancelled
98576,7569,577,100,2025-10-31,1,38123.97,27.83,Debit Card,Cancelled
20844,5015,875,75,2025-03-27,7,6161.29,11.2,Credit Card,Cancelled
40243,9939,398,53,2024-12-26,7,20653.71,5.41,Net Banking,Completed
10136,9086,677,59,2025-08-20,8,22032.75,23.59,UPI,Returned
54016,9526,280,28,2025-02-20,1,36700.12,8.44,Net Banking,Completed
69066,8126,904,48,2024-07-06,3,19871.62,10.74,Credit Card,Pending
25116,1775,337,40,2024-10-23,9,324.47,24.29,Debit Card,Pending
50166,4309,801,71,2024-09-17,3,39016.28,12.22,Net Banking,Completed
80013,9847,32,77,2025-01-31,9,12181.56,7.78,Net Banking,Completed
7110,9935,668,77,2025-02-22,7,36637.9,16.06,Cash,Returned
54526,402,832,9,2026-01-23,6,22190.03,3.69,Credit Card,Pending
83406,6151,82,36,2025-10-29,10,0.0,29.97,Cash,Completed
700,5917,243,98,2026-01-05,8,27795.13,9.42,Net Banking,Returned
17499,1969,901,27,2025-12-15,-1,40756.78,16.42,Credit Card,Completed
78862,4766,490,35,2024-03-26,7,9454.69,13.72,Debit Card,Completed
58717,3543,970,33,2025-05-24,4,1549.9,12.34,UPI,Cancelled
44147,9326,955,37,2024-08-17,7,35732.22,28.81,Net Banking,Completed
32923,9379,346,8,2026-05-17,10,48171.42,28.48,Debit Card,Completed
21941,3376,807,61,2024-12-15,9,28320.25,6.36,UPI,Completed
57469,815,481,79,2024-06-12,2,4753.58,17.61,Debit Card,Returned
7306,8548,988,86,2026-04-16,7,34947.35,19.12,Cash,Cancelled
70634,7943,220,100,2026-10-23,1,18769.22,24.18,Credit Card,Returned
71560,1353,292,62,2026-01-05,8,17564.06,7.2,UPI,Returned
31259,2802,64,45,2026-07-02,10,10577.26,13.63,UPI,Completed
60345,3546,363,1,2025-01-22,5,24768.52,29.13,Debit Card,Pending
43430,9577,730,78,2024-02-15,2,22715.73,22.0,Credit Card,Completed
20938,4554,803,57,2026-01-04,7,49847.87,14.19,Credit Card,Returned
28494,9148,256,97,2024-04-29,7,660.82,4.14,Debit Card,Completed
10627,2486,761,22,2026-06-12,10,23123.86,14.83,UPI,Cancelled
62077,4690,946,38,2026-01-30,6,25721.36,26.79,Debit Card,Completed
53585,1742,640,74,2025-05-20,4,24412.19,29.81,Net Banking,Cancelled
38285,6619,790,78,2024-05-27,10,-100.0,21.09,Credit Card,Completed
91012,6161,161,76,2026-01-17,10,10905.09,10.09,Net Banking,Completed
75560,6537,908,90,2024-08-26,5,41979.44,12.81,Debit Card,Completed
63521,8112,202,75,2025-03-31,2,5030.14,2.07,Debit Card,Completed
3211,6786,614,2,2024-02-16,4,29069.13,28.26,UPI,Completed
6130,5003,135,48,2025-04-23,4,27976.66,2.84,UPI,Pending
3844,4776,531,95,2027-05-19,10,0.0,18.1,Credit Card,Completed
37782,1910,726,49,2024-10-28,2,5339.83,22.95,UPI,Completed
44027,4730,790,87,2025-01-13,-10,39990.73,5.01,Debit Card,Pending
13046,3334,345,59,2026-05-07,8,14596.56,23.83,UPI,Completed
76363,2144,284,81,2025-09-14,6,22934.94,21.57,Net Banking,Cancelled
41700,4269,578,91,2024-10-09,10,36073.17,5.36,Credit Card,Returned
88931,9748,475,61,2024-06-24,5,32157.52,10.76,Cash,Completed
31989,8843,16669,46,2024-09-20,4,31730.1,2.56,Credit Card,Cancelled
10159,106,543,39,2025-02-11,2,13763.7,10.75,Debit Card,Completed
3392,6994,546,16,2025-01-09,4,27488.11,4.86,Credit Card,Cancelled
77575,8770,460,99,2024-12-20,6,18150.09,13.02,UPI,Completed
9015,1609,172,31,2027-04-22,10,13080.57,10.17,Credit Card,Completed
66015,1329,100,63,2025-01-22,10,32084.4,7.95,Debit Card,Completed
85734,5027,832,76,2025-01-24,4,8977.9,22.8,UPI,Cancelled
30585,3797,368,76,2025-10-13,2,8211.11,18.11,UPI,Returned
38856,7080,416,91,2024-06-14,9,34890.98,18.75,UPI,Completed
93920,3287,550,9,2025-01-09,7,9769.77,25.23,UPI,Completed
28647,6201,593,34,2024-08-02,7,14414.52,19.89,Credit Card,Cancelled
28708,8091,190,51,2024-12-16,1,49470.74,16.08,Credit Card,Completed
74690,4141,966,9,2025-05-30,6,23592.02,22.67,Debit Card,Completed
10129,3195,506,62,2024-04-25,1,7110.52,13.53,Credit Card,Cancelled
33232,6519,507,11,2025-07-30,10,6192.94,22.54,Cash,Completed
35332,3055,122,67,2026-04-05,6,46814.2,23.98,Debit Card,Returned
55255,6400,651,57,2025-04-12,4,958.48,24.49,Net Banking,Completed
97627,632,769,20,2025-11-24,8,48395.59,0.26,UPI,Completed
90705,617,392,19,2024-06-21,10,43757.54,25.72,Credit Card,Completed
86789,7966,146,92,2024-07-12,3,28747.68,1.23,UPI,Completed
86029,5291,63,35,2024-12-18,10,21776.76,24.3,UPI,Completed
81401,148,716,23,2026-07-10,4,6076.96,2.8,Debit Card,Pending
77570,8108,611,73,2025-07-16,5,11764.6,22.8,Debit Card,Completed
11990,340,251,85,2025-04-05,7,43243.1,9.1,Cash,Pending
85686,6966,830,53,2025-01-04,2,21580.06,11.43,Debit Card,Cancelled
65950,1798,679,65,2025-11-27,10,13458.14,9.58,UPI,Completed
59438,4309,395,81,2026-01-15,5,45057.01,29.19,Debit Card,Completed
87304,1074,249,74,2026-01-08,6,42443.87,6.78,Cash,Completed
40034,8750,580,8,2025-04-01,1,30781.43,19.27,UPI,Pending
38174,8205,371,19,2024-08-14,4,12608.75,6.71,Credit Card,Completed
51280,6501,540,58,2026-01-25,5,6530.82,4.73,Debit Card,Pending
49640,7336,715,99,2024-11-25,7,23195.34,3.73,Net Banking,Cancelled
80981,4468,607,74,2026-02-09,8,38358.57,10.11,UPI,Pending
76679,829,468,22,2024-07-14,5,2649.71,3.78,Credit Card,Completed
60284,7007,744,44,2026-04-08,-10,46280.39,25.61,Cash,Completed
30525,8573,619,95,2024-05-27,1,46747.31,19.65,UPI,Pending
47688,108154,547,62,2024-01-14,3,35004.73,28.3,Net Banking,Completed
13547,9083,199,25,2025-09-05,1,18026.86,18.66,Net Banking,Returned
78426,9156,597,27,2025-01-25,6,4612.68,17.3,Net Banking,Returned
85004,3906,895,28,2025-01-07,6,42171.61,28.69,Debit Card,Returned
66809,7770,51,57,2025-12-20,5,18214.29,15.24,Cash,Completed
86760,8609,448,87,2025-04-29,5,35391.63,0.92,Debit Card,Cancelled
56768,6464,87,4,2024-09-06,5,35924.39,13.23,Cash,Cancelled
21009,3049,616,97,2025-01-31,9,49785.5,6.41,UPI,Returned
276,282,47,55,2024-12-05,6,-500.0,20.32,Net Banking,Completed
1960,7984,278,48,2025-12-04,2,20203.81,8.07,Cash,Completed
72137,846,711,82,2025-04-02,1,38246.11,13.87,Net Banking,Cancelled
9585,4272,136,4,2024-05-20,7,10440.68,17.31,Cash,Returned
2210,1438,10529,63,2025-08-30,10,34443.6,13.74,Cash,Completed
11045,6588,470,36,2024-04-04,1,31295.75,12.91,Credit Card,Cancelled
37804,354,627,59,2025-03-05,7,570.56,9.62,Credit Card,Completed
69067,9616,565,78,2024-05-16,2,14205.01,13.04,Credit Card,Completed
45974,3814,454,24,,6,27855.29,19.15,Net Banking,Returned
40960,125,420,77,2026-06-17,1,34913.89,16.25,Debit Card,Completed
92652,2868,672,1062,2025-09-08,9,45211.5,22.01,Credit Card,Completed
38836,740,396,21,,5,17338.74,27.18,UPI,Completed
47961,8507,676,74,2026-05-01,9,32611.34,22.46,Net Banking,Completed
21829,6170,930,42,2026-02-09,8,22162.47,21.18,Net Banking,Pending
51798,285,952,1520,2024-05-24,6,16268.95,14.22,Cash,Returned
21656,3732,494,82,2025-04-29,10,37535.2,6.13,Net Banking,Pending
89951,1682,914,5,2025-02-28,10,48362.05,11.43,Credit Card,Returned
82829,8754,278,32,2025-11-19,1,5589.17,17.36,Credit Card,Completed
35102,9433,323,80,2025-11-19,4,34564.23,12.56,Debit Card,Completed
61128,6990,244,22,2024-03-02,1,16206.77,0.48,Net Banking,Cancelled
43500,7789,297,15,2025-07-15,1,17729.54,14.7,UPI,Returned
14567,5771,964,31,2026-05-28,8,13020.89,0.13,Debit Card,Cancelled
18739,3012,839,68,2025-12-31,5,23200.29,11.16,Net Banking,Completed
53982,2949,66,50,2025-05-22,6,26663.57,10.89,Debit Card,Cancelled
88326,6362,425,29,2025-03-23,10,18910.63,10.17,Net Banking,Pending
90904,7202,922,65,2024-08-18,5,38687.01,25.92,Cash,Completed
55517,3140,793,1058,2025-08-23,8,29909.93,20.45,Cash,Completed
24599,7375,557,9,,2,8741.04,8.17,Debit Card,Completed
77805,7977,776,10,2024-04-28,9,5665.81,2.19,UPI,Pending
31601,569,434,44,2024-04-09,4,43573.41,17.28,Cash,Pending
43034,9087,454,77,2025-03-14,5,3282.47,26.23,UPI,Cancelled
94791,6635,155,71,2026-06-26,8,23165.15,21.57,Debit Card,Completed
66397,2951,985,49,2025-12-09,6,802.03,4.3,Cash,Completed
53171,2958,786,39,2026-06-02,4,47530.48,25.89,Debit Card,Cancelled
77006,7007,921,55,2024-11-09,6,27094.1,11.42,Debit Card,Returned
25911,6572,307,80,2025-02-11,9,6406.92,22.05,Net Banking,Completed
40085,7223,611,93,2025-10-31,6,5673.03,23.76,UPI,Completed
88772,120,500,29,2025-02-10,7,31454.95,28.07,Cash,Cancelled
82615,8565,915,26,2025-10-22,5,18819.59,2.78,Credit Card,Completed
89799,6085,139,32,2024-04-19,1,46751.64,21.92,Net Banking,Cancelled
69744,7988,145,2,2025-05-10,1,17281.43,8.37,Credit Card,Completed
50787,1028,990,79,2024-03-21,2,8339.26,10.7,Debit Card,Completed
84963,6440,45,38,2025-04-28,7,47575.85,22.59,UPI,Completed
46188,5913,922,46,2024-04-26,8,19094.29,17.48,Net Banking,Completed
38006,4949,819,88,2026-03-24,4,29827.51,14.81,Cash,Completed
67893,2241,262,89,2026-06-13,6,45369.46,16.39,Net Banking,Completed
12281,3513,972,12,2024-07-10,1,31829.12,6.94,UPI,Returned
98467,1704,970,54,2027-08-08,5,15234.05,21.45,UPI,Completed
42172,9960,883,100,2024-08-20,6,27098.76,15.94,Net Banking,Cancelled
33100,217,683,42,2025-07-05,5,39893.27,12.84,Net Banking,Completed
90443,1630,267,39,2026-06-30,3,18948.8,18.7,Net Banking,Completed
99679,7922,668,7,2025-06-18,6,12493.53,3.35,Credit Card,Completed
90830,6068,858,30,2026-05-23,9,28529.8,25.41,Debit Card,Completed
83378,6437,225,22,2025-11-02,1,2529.24,19.57,Net Banking,Completed
51281,5139,331,42,2025-01-26,1,6083.9,15.83,Cash,Completed
71960,5883,661,8,2025-07-17,8,33770.31,5.65,Credit Card,Completed
33857,1585,776,15,2026-06-30,1,32777.24,14.98,Credit Card,Completed
44605,6261,576,73,2024-09-03,2,45305.5,28.03,Net Banking,Completed
83210,2341,190,61,2026-01-16,1,5867.5,15.18,Debit Card,Completed
1184,4686,499,58,2024-12-20,3,14785.14,7.21,Net Banking,Completed
62398,9800,915,36,2024-11-18,6,20154.97,28.56,Credit Card,Completed
22749,7706,274,66,2024-02-19,7,21154.37,6.86,Cash,Cancelled
97992,9161,791,69,2024-07-14,6,21490.82,8.78,Cash,Completed
99976,9475,95,6,2024-07-04,6,42511.58,4.01,Debit Card,Completed
48935,6856,822,42,2024-04-09,9,34217.16,0.52,UPI,Pending
68449,5161,658,19,2024-07-05,5,43967.89,5.11,UPI,Completed
36317,6496,473,31,2026-02-08,1,26143.42,2.46,Net Banking,Pending
9830,7483,65,53,2025-11-23,4,19546.84,4.55,Debit Card,Completed
18411,559,206,89,2026-04-24,6,46487.95,7.7,Debit Card,Cancelled
22245,5969,268,84,2024-02-05,6,42588.71,21.57,Credit Card,Returned
97594,5928,190,40,2026-04-17,10,3760.87,25.97,Net Banking,Completed
56675,4731,794,78,2025-10-24,2,25891.16,0.26,Net Banking,Returned
9354,111,924,93,2026-04-03,10,11063.34,0.97,Debit Card,Completed
31181,394,370,57,2025-07-03,2,37945.31,4.84,UPI,Completed
69057,1748,671,45,2024-01-26,3,10852.04,16.22,Cash,Completed
5795,3873,535,23,2024-07-06,10,11074.24,18.36,Debit Card,Completed
72340,8012,253,47,2025-07-13,8,33534.33,13.97,Credit Card,Completed
91473,6599,277,6,,10,49280.13,19.59,Credit Card,Completed
33602,8999,829,71,2026-05-10,1,17048.83,13.29,UPI,Pending
74927,7306,920,7,2024-05-12,6,26758.53,28.36,Net Banking,Cancelled
41217,9371,617,97,2024-04-16,9,0.0,10.16,Debit Card,Cancelled
78953,4714,433,78,2024-03-03,1,19190.15,9.69,Debit Card,Cancelled
38835,356,1,18,2024-02-17,2,35205.63,23.69,Credit Card,Returned
49844,6581,123,16,2024-10-04,7,9103.22,18.29,Net Banking,Completed
63174,1562,817,33,2024-01-21,6,47133.45,24.34,Cash,Cancelled
75026,1524,699,78,2025-02-14,10,13301.57,3.89,Net Banking,Returned
13545,3280,413,14,2025-05-21,10,45057.93,16.78,Credit Card,Cancelled
7622,3063,2,34,2025-05-12,9,47274.11,19.52,UPI,Completed
1704,6232,659,95,2024-03-12,3,36263.19,29.25,Debit Card,Completed
36583,5775,563,12,2026-05-29,10,33038.13,23.14,Credit Card,Completed
38833,3260,59,42,2026-03-03,6,42600.28,17.48,Credit Card,Completed
15738,8486,513,83,2024-03-23,8,7709.29,4.87,Cash,Pending
67737,8852,90,72,2025-06-12,8,16186.67,14.39,Debit Card,Completed
31155,5925,768,9,2025-03-12,4,4519.27,20.07,UPI,Cancelled
62227,8935,172,87,2024-02-11,3,5744.02,13.67,UPI,Completed
34496,5457,654,80,2025-11-17,5,48473.94,1.02,Cash,Pending
84705,7043,691,36,2025-03-21,9,49116.19,9.25,Credit Card,Cancelled
52570,8033,745,27,2025-09-08,3,8635.21,19.03,Credit Card,Pending
56786,2877,368,84,2025-01-30,5,18006.42,14.44,Net Banking,Completed
62353,7536,366,71,2025-02-13,5,17114.32,2.89,Debit Card,Completed
65981,6069,157,18,2024-01-03,2,47252.9,0.65,Debit Card,Cancelled
27441,3691,45,88,2026-01-13,10,6691.16,20.62,Cash,Completed
18810,6466,945,49,2026-05-16,1,8517.82,8.12,Cash,Completed
20805,3465,537,75,2024-05-02,8,3949.67,4.55,UPI,Completed
99218,6486,854,39,2025-01-07,4,49190.21,2.39,Debit Card,Pending
7055,2226,845,4,2026-02-11,8,29812.41,29.07,Debit Card,Returned
11329,261,201,96,2024-12-28,5,35350.29,3.55,Net Banking,Completed
25321,8979,699,7,2026-06-13,2,16159.19,18.91,Net Banking,Pending
205,7687,657,6,2026-02-23,7,46451.67,26.44,UPI,Pending
15286,9294,112,44,2024-11-28,9,38701.23,2.13,Net Banking,Pending
89292,6027,142,14,2025-05-14,6,6929.58,8.69,Net Banking,Completed
43284,1673,142,66,2025-09-10,10,11355.59,1.25,Net Banking,Pending
4625,3685,331,62,2025-06-30,1,25302.79,1.54,Cash,Pending
377,6434,204,89,2024-12-07,1,30118.0,18.34,Net Banking,Completed
15272,5915,908,75,2025-01-09,3,11737.46,21.83,Credit Card,Completed
71080,6897,120,17,2025-08-07,1,9321.97,29.2,Credit Card,Completed
51268,939,782,60,2024-04-22,8,31497.31,4.15,Net Banking,Completed
97202,3585,577,41,2025-03-29,3,36552.19,25.23,Net Banking,Completed
52344,8924,627,39,2025-11-10,7,1305.47,28.77,UPI,Returned
14126,787,17888,65,2024-07-19,5,36545.47,27.39,Cash,Cancelled
11663,3417,490,73,2024-02-26,1,29405.54,4.91,Debit Card,Returned
42354,2954,762,4,2025-08-15,1,40106.65,29.57,Net Banking,Cancelled
17254,3612,230,21,2025-10-21,10,12956.27,7.56,UPI,Returned
31082,4659,250,27,2024-09-27,8,6442.74,28.33,Debit Card,Returned
77181,6521,16,21,2024-04-27,6,38095.53,2.38,Cash,Returned
47519,3351,373,74,2024-04-09,9,40598.67,11.83,Cash,Pending
10067,101327,656,88,2026-04-05,3,8302.53,8.7,Cash,Completed
41029,5134,625,40,2025-10-04,10,33168.66,4.09,UPI,Completed
52818,7470,419,86,2026-05-02,9,34151.59,11.34,Net Banking,Completed
80783,225,375,56,2025-02-15,-5,16115.82,12.64,UPI,Completed
21421,3274,323,90,2025-02-04,4,3090.23,9.59,UPI,Completed
58314,650,271,11,2024-09-01,8,6472.05,13.39,Cash,Completed
98064,1508,711,4,2024-07-11,6,35859.1,0.72,Credit Card,Completed
77207,8022,789,44,2026-04-06,9,10516.0,21.35,UPI,Pending
1955,7659,151,45,2025-07-27,10,39680.88,1.13,UPI,Pending
7669,8220,629,19,2025-05-03,3,4088.74,24.0,Debit Card,Completed
89437,1700,847,24,2026-06-24,4,27455.89,27.84,Net Banking,Pending
28845,6705,427,50,2025-07-26,6,45856.67,29.36,Debit Card,Completed
83990,6656,446,50,2025-04-25,1,42975.09,21.58,Net Banking,Cancelled
31296,5837,22,16,2024-03-30,2,31936.62,16.11,Cash,Returned
91396,9061,950,31,2025-07-09,5,19285.51,17.69,Cash,Pending
22719,5993,988,67,2025-01-08,3,-100.0,5.63,Debit Card,Pending
10463,3878,658,78,2025-05-09,8,48829.92,8.63,Cash,Cancelled
8629,733,114,20,2024-10-06,2,41521.85,27.3,Debit Card,Pending
74139,8970,281,98,2025-07-03,2,3871.26,14.64,Cash,Cancelled
50931,398,105,89,2024-02-16,8,33110.2,12.73,Debit Card,Cancelled
86988,7736,703,2,2025-12-05,1,228.81,17.87,Cash,Completed
9372,4353,869,45,2024-02-05,5,23233.72,26.12,Net Banking,Completed
60225,2057,258,63,2024-05-21,5,44815.02,25.15,Debit Card,Completed
5129,6509,122,15,2026-06-06,5,6705.46,1.29,Cash,Cancelled
69575,276,392,55,2025-02-13,3,43104.96,14.26,Credit Card,Pending
11741,5295,154,39,2026-05-15,5,4782.06,23.14,Net Banking,Pending
86895,7008,862,64,2024-11-22,1,42756.7,19.53,Net Banking,Cancelled
4284,7773,412,85,2025-05-16,2,47587.81,4.04,Credit Card,Pending
18976,8804,847,10,2025-02-23,4,42179.28,27.06,Credit Card,Returned
15953,1828,702,52,2026-03-23,7,47342.77,16.59,Debit Card,Cancelled
13062,9051,623,33,2025-10-17,6,1455.52,9.44,UPI,Pending
52064,5423,3,62,2026-07-29,3,376.92,28.73,Credit Card,Returned
3367,6730,579,15,2024-12-04,10,0.0,2.09,Cash,Cancelled
27788,3348,156,22,2024-03-26,2,8203.15,17.09,Cash,Pending
35618,329,377,33,2025-03-13,8,29294.54,3.95,Credit Card,Pending
79108,692,879,24,2025-09-25,1,41082.77,12.87,Credit Card,Returned
51192,6896,22,53,,3,29858.29,24.67,Debit Card,Completed
91917,8001,522,33,2025-10-07,7,22340.76,0.67,Credit Card,Completed
65427,3351,936,47,2025-01-13,3,7886.57,5.03,Credit Card,Returned
92747,5184,432,79,2024-11-12,6,27202.02,27.07,Credit Card,Pending
77325,1960,906,96,2025-04-22,10,41692.99,25.98,Cash,Completed
95677,8131,326,56,2025-04-04,7,46191.43,28.26,Net Banking,Returned
67794,8464,990,82,2026-01-04,-10,38983.63,20.33,Net Banking,Completed
66229,8547,206,36,2026-06-12,1,42846.58,12.97,Credit Card,Completed
66588,3879,888,40,2024-06-02,8,43412.83,21.87,Net Banking,Completed
70867,1102,372,16,2025-08-20,5,13768.03,4.51,Credit Card,Completed
47123,6772,773,28,2024-10-23,5,703.16,12.45,Cash,Completed
1681,5479,281,53,2025-04-11,4,47965.01,21.45,Debit Card,Pending
25338,4549,577,35,2024-04-06,1,8265.86,14.34,UPI,Completed
24406,6137,604,95,2024-10-22,2,46638.64,18.6,UPI,Completed
50042,7631,286,34,2025-11-18,3,10204.72,17.8,Debit Card,Completed
99692,9330,149,47,2025-01-02,7,42005.81,26.85,Debit Card,Pending
4623,449,764,52,2025-08-09,7,11067.73,7.12,Credit Card,Returned
51826,7435,228,69,2026-04-19,5,35640.77,17.84,Net Banking,Completed
93466,4933,936,88,2026-04-04,1,7138.27,7.26,Cash,Cancelled
13848,9034,89,8,2024-01-24,6,49656.07,23.77,Debit Card,Completed
12371,140847,642,57,2025-12-23,2,36450.06,10.23,Cash,Pending
55516,3692,225,28,2024-08-23,5,3227.6,0.61,Cash,Cancelled
20487,1250,227,25,2024-03-16,4,7058.06,21.56,Credit Card,Completed
23633,2656,76,46,2025-04-04,3,13339.03,25.32,UPI,Returned
97396,3251,813,27,2026-06-07,6,28573.38,6.5,Credit Card,Completed
58768,6338,892,13,2024-05-06,4,27355.5,3.41,Net Banking,Returned
84543,8552,241,7,2024-12-22,8,2627.61,8.83,UPI,Pending
62726,4603,555,35,2025-11-13,-10,28924.27,4.1,Cash,Pending
2144,5059,864,84,2025-11-30,10,41578.36,17.32,UPI,Cancelled
7010,681,211,53,2026-05-21,10,16910.12,15.82,Credit Card,Cancelled
66582,3769,467,39,2024-04-22,8,48383.18,3.94,UPI,Completed
24092,8417,342,49,2026-05-01,1,19746.95,12.41,UPI,Cancelled
48098,3185,714,96,2026-01-18,7,37145.18,19.25,UPI,Completed
31673,4792,49,88,2024-09-19,4,38108.57,18.46,Debit Card,Completed
58791,38,15265,5,2024-09-18,3,6288.6,23.52,Net Banking,Cancelled
96792,2593,423,25,2024-02-27,4,23137.01,9.69,Net Banking,Pending
38925,2935,814,52,2026-05-10,10,41178.05,22.7,Cash,Cancelled
79139,2916,432,55,2024-06-30,6,21879.11,1.38,Cash,Pending
8760,1751,328,70,2025-08-16,7,10927.22,13.11,Net Banking,Completed
59827,2695,585,73,2026-06-19,3,8573.88,0.41,Cash,Cancelled
92948,4659,252,99,2025-09-13,4,40349.0,7.38,Net Banking,Cancelled
61964,5998,312,74,2026-01-06,10,22650.61,22.54,Credit Card,Completed
49327,7369,618,38,2024-12-13,4,44284.8,10.16,Net Banking,Pending
68960,2777,923,81,2024-07-05,10,5821.9,26.22,Debit Card,Pending
68852,2169,315,35,2026-03-17,5,29332.3,3.0,Cash,Pending
84825,6076,397,29,2025-02-24,4,20430.13,19.79,Debit Card,Cancelled
55870,5319,159,81,2026-06-06,8,20916.22,7.4,UPI,Cancelled
636,4843,733,13,2026-01-20,7,42968.14,24.06,Debit Card,Cancelled
20395,5275,180,47,2026-06-08,6,42655.0,4.29,Cash,Completed
97001,9967,271,79,2026-03-24,10,21496.08,19.52,Cash,Completed
10995,8851,423,81,2024-04-14,4,35787.65,15.66,Net Banking,Completed
76818,1861,903,37,2024-10-01,6,48972.45,20.07,Cash,Completed
97609,4365,114,91,2024-08-28,7,34330.74,23.04,Credit Card,Cancelled
89282,8140,445,81,2024-10-01,4,24029.65,7.99,UPI,Cancelled
12743,9690,741,16,2024-10-31,3,5067.83,1.75,UPI,Completed
87691,363,40,19,2024-12-23,1,46195.04,13.91,Cash,Pending
88095,8406,437,99,2026-01-15,3,25402.26,24.04,Cash,Cancelled
57360,6380,361,77,2025-09-22,8,39308.02,14.57,Net Banking,Completed
11301,5015,415,64,2026-06-04,1,28902.51,6.97,UPI,Completed
71204,6451,764,72,2027-06-09,5,47219.64,9.99,UPI,Cancelled
22215,7797,267,27,2024-06-15,4,41990.86,10.61,Net Banking,Cancelled
65402,105,465,91,2026-06-03,10,34673.15,25.35,Cash,Cancelled
21449,9139,176,100,2026-01-23,8,47551.81,12.8,UPI,Cancelled
54205,469,732,73,2025-10-24,6,7058.09,14.21,Debit Card,Pending
14300,7598,880,99,2024-07-28,2,13486.15,10.23,Cash,Returned
85493,1760,642,51,2024-01-09,2,18355.31,11.99,Cash,Completed
55906,7581,184,26,2026-09-24,2,13119.13,0.43,Cash,Pending
40790,6648,991,34,2025-08-31,6,30201.11,27.86,Net Banking,Completed
68302,1552,368,17,2024-12-28,2,4814.02,15.16,Cash,Completed
98120,6427,159,18,2025-12-31,1,3774.03,0.74,Net Banking,Cancelled
47319,6298,68,79,2024-01-28,1,14986.91,1.65,Net Banking,Completed
35306,969,881,89,2024-04-14,4,28658.54,7.24,Credit Card,Completed
78213,9432,685,61,2025-03-19,10,37485.61,6.36,Debit Card,Cancelled
21198,5480,198,48,2024-04-21,3,23162.81,29.95,Debit Card,Cancelled
27247,6085,219,30,2024-05-26,8,40739.15,13.31,UPI,Pending
5734,7893,982,8,2025-09-27,6,11192.83,21.13,Cash,Returned
23965,4527,981,28,2025-05-03,8,18159.86,9.74,Net Banking,Pending
23736,5345,688,55,,1,22019.57,3.86,Cash,Completed
97690,8515,430,23,2026-03-11,7,3255.79,12.88,Debit Card,Completed
18001,2804,808,40,2024-09-27,10,8557.44,3.98,Net Banking,Completed
87100,6757,432,1805,2026-01-31,8,5521.97,29.61,Cash,Cancelled
21868,315,598,52,2025-07-18,5,43946.93,12.99,Net Banking,Pending
94216,2874,783,38,2026-07-22,9,33516.87,22.72,Net Banking,Completed
50378,2358,151,97,2025-03-07,1,47319.08,29.19,Cash,Completed
32882,5722,576,68,2024-07-24,5,22430.6,26.89,Debit Card,Completed
6539,164,203,2,2024-06-22,4,3640.4,21.12,Debit Card,Cancelled
19767,5308,870,90,2024-10-08,6,25341.56,17.5,Net Banking,Cancelled
74129,8493,86,85,2027-07-03,9,22220.51,0.54,Credit Card,Completed
16853,3659,195,17,2025-01-15,9,14564.24,20.59,UPI,Cancelled
96100,6369,672,21,2024-07-08,5,49333.11,9.12,UPI,Returned
74349,1307,519,80,2026-02-01,2,36212.1,3.41,Net Banking,Completed
35254,2403,856,92,2026-04-28,1,22402.61,24.8,Cash,Cancelled
17194,2905,365,58,2026-07-31,5,23852.01,29.05,Credit Card,Completed
98184,4809,681,47,2026-04-11,7,6786.52,10.44,UPI,Completed
9171,7087,393,44,2024-02-08,2,32152.44,16.12,Net Banking,Completed
65881,4554,233,26,2024-11-12,1,39951.54,15.79,Debit Card,Cancelled
38621,7585,516,33,2024-11-03,7,3336.48,20.44,Net Banking,Pending
81431,2487,124,40,2024-04-28,4,10498.13,16.21,UPI,Pending
